image,class,name of stamp,price,day,month,year
dataset/train/145_augmented_1.jpg,145,Yamunotri,10,29,11,2019.0
dataset/train/145_augmented_2.jpg,145,Yamunotri,10,29,11,2019.0
dataset/train/146.jpg,146,M.M. Kuzhiveli,5,22,11,2019.0
dataset/train/146_augmented_1.jpg,146,M.M. Kuzhiveli,5,22,11,2019.0
dataset/train/146_augmented_2.jpg,146,M.M. Kuzhiveli,5,22,11,2019.0
dataset/train/147.jpg,147,250th Rajya Sabha Session,5,26,11,2019.0
dataset/train/147_augmented_1.jpg,147,250th Rajya Sabha Session,5,26,11,2019.0
dataset/train/147_augmented_2.jpg,147,250th Rajya Sabha Session,5,26,11,2019.0
dataset/train/148.jpg,148,Childrens Day,15,14,11,2019.0
dataset/train/148_augmented_1.jpg,148,Childrens Day,15,14,11,2019.0
dataset/train/148_augmented_2.jpg,148,Childrens Day,15,14,11,2019.0
dataset/train/149.jpg,149,Childrens Day,15,14,11,2019.0
dataset/train/149_augmented_1.jpg,149,Childrens Day,15,14,11,2019.0
dataset/train/149_augmented_2.jpg,149,Childrens Day,15,14,11,2019.0
dataset/train/14_augmented_1.jpg,14,CHILDREN'S DAY,3,14,11,2000.0
dataset/train/14_augmented_2.jpg,14,CHILDREN'S DAY,3,14,11,2000.0
dataset/train/15.jpg,15,DR.SHANKER DAYAL SHARMA 1918-1999,3,17,10,2000.0
dataset/train/150.jpg,150,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/150_augmented_1.jpg,150,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/150_augmented_2.jpg,150,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/151.jpg,151,550th Guru Nanak Dev Ji,15,9,11,2019.0
dataset/train/151_augmented_1.jpg,151,550th Guru Nanak Dev Ji,15,9,11,2019.0
dataset/train/151_augmented_2.jpg,151,550th Guru Nanak Dev Ji,15,9,11,2019.0
dataset/train/152.jpg,152,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/152_augmented_1.jpg,152,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/152_augmented_2.jpg,152,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/153.jpg,153,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/153_augmented_1.jpg,153,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/153_augmented_2.jpg,153,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/154.jpg,154,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/154_augmented_1.jpg,154,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/154_augmented_2.jpg,154,550th Guru Nanak Dev Ji,10,9,11,2019.0
dataset/train/155.jpg,155,SIACHEN GLACIER,5,25,10,2019.0
dataset/train/155_augmented_1.jpg,155,SIACHEN GLACIER,5,25,10,2019.0
dataset/train/155_augmented_2.jpg,155,SIACHEN GLACIER,5,25,10,2019.0
dataset/train/156.jpg,156,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/156_augmented_1.jpg,156,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/156_augmented_2.jpg,156,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/157.jpg,157,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/157_augmented_1.jpg,157,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/157_augmented_2.jpg,157,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/158.jpg,158,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/158_augmented_1.jpg,158,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/158_augmented_2.jpg,158,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/159.jpg,159,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/159_augmented_1.jpg,159,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/159_augmented_2.jpg,159,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/15_augmented_1.jpg,15,DR.SHANKER DAYAL SHARMA 1918-1999,3,17,10,2000.0
dataset/train/15_augmented_2.jpg,15,DR.SHANKER DAYAL SHARMA 1918-1999,3,17,10,2000.0
dataset/train/16.jpg,16,RAJ KUMAR SHUKLA,3,16,10,2000.0
dataset/train/160.jpg,160,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/160_augmented_1.jpg,160,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/160_augmented_2.jpg,160,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/161.jpg,161,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/161_augmented_1.jpg,161,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/161_augmented_2.jpg,161,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/162.jpg,162,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/162_augmented_1.jpg,162,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/162_augmented_2.jpg,162,Historical Gates of Indian Forts and Monuments,5,19,10,2019.0
dataset/train/163.jpg,163,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/163_augmented_1.jpg,163,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/163_augmented_2.jpg,163,Historical Gates of Indian Forts and Monuments,10,19,10,2019.0
dataset/train/164.jpg,164,Orange Blossom,25,15,10,2019.0
dataset/train/164_augmented_1.jpg,164,Orange Blossom,25,15,10,2019.0
dataset/train/164_augmented_2.jpg,164,Orange Blossom,25,15,10,2019.0
dataset/train/165.jpg,165,Orange Blossom,25,15,10,2019.0
dataset/train/165_augmented_1.jpg,165,Orange Blossom,25,15,10,2019.0
dataset/train/165_augmented_2.jpg,165,Orange Blossom,25,15,10,2019.0
dataset/train/166.jpg,166,Agarwood,25,15,10,2019.0
dataset/train/166_augmented_1.jpg,166,Agarwood,25,15,10,2019.0
dataset/train/166_augmented_2.jpg,166,Agarwood,25,15,10,2019.0
dataset/train/167.jpg,167,Agarwood,25,15,10,2019.0
dataset/train/167_augmented_1.jpg,167,Agarwood,25,15,10,2019.0
dataset/train/167_augmented_2.jpg,167,Agarwood,25,15,10,2019.0
dataset/train/168.jpg,168,THE SAMAJA,5,6,10,2019.0
dataset/train/168_augmented_1.jpg,168,THE SAMAJA,5,6,10,2019.0
dataset/train/168_augmented_2.jpg,168,THE SAMAJA,5,6,10,2019.0
dataset/train/169.jpg,169,Marshal of the Indian Air Force Arjan Singh DFC,5,9,10,2019.0
dataset/train/169_augmented_1.jpg,169,Marshal of the Indian Air Force Arjan Singh DFC,5,9,10,2019.0
dataset/train/169_augmented_2.jpg,169,Marshal of the Indian Air Force Arjan Singh DFC,5,9,10,2019.0
dataset/train/16_augmented_1.jpg,16,RAJ KUMAR SHUKLA,3,16,10,2000.0
dataset/train/16_augmented_2.jpg,16,RAJ KUMAR SHUKLA,3,16,10,2000.0
dataset/train/17.jpg,17,MATHUBANI-MITHILA PAINTINGS,3,15,10,2000.0
dataset/train/170.jpg,170,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/170_augmented_1.jpg,170,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/170_augmented_2.jpg,170,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/171.jpg,171,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/171_augmented_1.jpg,171,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/171_augmented_2.jpg,171,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/172.jpg,172,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/172_augmented_1.jpg,172,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/172_augmented_2.jpg,172,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/173.jpg,173,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/173_augmented_1.jpg,173,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/173_augmented_2.jpg,173,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/174.jpg,174,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/174_augmented_1.jpg,174,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/174_augmented_2.jpg,174,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/175.jpg,175,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/175_augmented_1.jpg,175,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/175_augmented_2.jpg,175,150th Birth Anniversary of Mahatma Gandhi,25,2,10,2019.0
dataset/train/176.jpg,176,Indian Fashion - Concept to consumer : Series 3,10,6,9,2019.0
dataset/train/176_augmented_1.jpg,176,Indian Fashion - Concept to consumer : Series 3,10,6,9,2019.0
dataset/train/176_augmented_2.jpg,176,Indian Fashion - Concept to consumer : Series 3,10,6,9,2019.0
dataset/train/177.jpg,177,Indian Fashion - Concept to consumer : Series 3,15,6,9,2019.0
dataset/train/177_augmented_1.jpg,177,Indian Fashion - Concept to consumer : Series 3,15,6,9,2019.0
